instance,bike_id,event,from_id,to_id,node_type,lat,lon,depart_time_min,arrive_time_min,soc_before_kwh,soc_after_kwh,dist_km,travel_time_min,wait_time_min,service_time_min,charge_time_min,charge_added_kwh,late,feasible_so_far
ESOGU_C20_TW2.txt,0,travel,61B,52,c,39748937.0,30480167.0,746.0170833333333,747.7303055555556,0.5399406,0.5214378,0.61676,1.713222222222222,0.0,0.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,service,52,52,c,39748937.0,30480167.0,747.7303055555556,747.7303055555556,0.5214378,0.5214378,0.0,0.0,0.0,2.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,travel,52,20,c,39749416.0,30489487.0,749.7303055555556,752.1617222222222,0.5214378,0.49517849999999997,0.8753099999999999,2.4314166666666663,0.0,0.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,service,20,20,c,39749416.0,30489487.0,752.1617222222222,752.1617222222222,0.49517849999999997,0.49517849999999997,0.0,0.0,0.0,3.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,travel,20,18,c,39748798.0,30488982.0,755.1617222222222,755.8411111111111,0.49517849999999997,0.48784109999999997,0.24458000000000002,0.6793888888888889,0.0,0.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,service,18,18,c,39748798.0,30488982.0,755.8411111111111,755.8411111111111,0.48784109999999997,0.48784109999999997,0.0,0.0,0.0,2.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,travel,18,17,c,39749178.0,30489155.0,757.8411111111111,758.3514722222222,0.48784109999999997,0.48232919999999996,0.18372999999999998,0.510361111111111,0.0,0.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,service,17,17,c,39749178.0,30489155.0,758.3514722222222,758.3514722222222,0.48232919999999996,0.48232919999999996,0.0,0.0,0.0,3.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,travel,17,22E,c,39749475.0,30489244.0,761.3514722222222,761.7116666666667,0.48232919999999996,0.47843909999999995,0.12966999999999998,0.3601944444444444,0.0,0.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,service,22E,22E,c,39749475.0,30489244.0,761.7116666666667,761.7116666666667,0.47843909999999995,0.47843909999999995,0.0,0.0,0.0,3.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,travel,22E,117,c,39749351.0,30491168.0,764.7116666666667,765.3615,0.47843909999999995,0.4714209,0.23394,0.6498333333333333,0.0,0.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,service,117,117,c,39749351.0,30491168.0,765.3615,765.3615,0.4714209,0.4714209,0.0,0.0,0.0,2.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,travel,117,16,c,39749308.0,30491449.0,767.3615,767.5101944444444,0.4714209,0.469815,0.05353,0.14869444444444443,0.0,0.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,service,16,16,c,39749308.0,30491449.0,767.5101944444444,767.5101944444444,0.469815,0.469815,0.0,0.0,0.0,2.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,travel,16,22C,c,39749469.0,30489109.0,769.5101944444444,770.3765,0.469815,0.4604589,0.31187,0.8663055555555554,0.0,0.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,service,22C,22C,c,39749469.0,30489109.0,770.3765,770.3765,0.4604589,0.4604589,0.0,0.0,0.0,3.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,travel,22C,21,c,39749471.0,30489002.0,773.3765,773.4179166666667,0.4604589,0.4600116,0.01491,0.041416666666666664,0.0,0.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,service,21,21,c,39749471.0,30489002.0,773.4179166666667,773.4179166666667,0.4600116,0.4600116,0.0,0.0,0.0,3.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,travel,21,22B,c,39749472.0,30489346.0,776.4179166666667,776.6215555555556,0.4600116,0.4578123,0.07331,0.20363888888888887,0.0,0.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,service,22B,22B,c,39749472.0,30489346.0,820.0,820.0,0.4578123,0.4578123,0.0,0.0,43.378444444444426,3.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,0,travel,22B,48,d,39750124.0,30485116.0,823.0,824.12775,0.4578123,0.4456326,0.40599,1.12775,0.0,0.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,1,start,48,48,d,39750124.0,30485116.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,2,start,48,48,d,39750124.0,30485116.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,1
ESOGU_C20_TW2.txt,3,start,48,48,d,39750124.0,30485116.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,1
