instance,bike_id,event,from_id,to_id,node_type,lat,lon,depart_time_min,arrive_time_min,soc_before_kwh,soc_after_kwh,dist_km,travel_time_min,wait_time_min,service_time_min,charge_time_min,charge_added_kwh,late,feasible_so_far
ESOGU_RC20_TW2.txt,0,service,22E,22E,c,39749475.0,30489244.0,740.5349444444444,740.5349444444444,0.48606479999999996,0.48606479999999996,0.0,0.0,0.0,3.0,0.0,0.0,0,1
ESOGU_RC20_TW2.txt,0,travel,22E,20,c,39749416.0,30489487.0,743.5349444444444,743.7922222222221,0.48606479999999996,0.48328619999999994,0.09262000000000001,0.25727777777777777,0.0,0.0,0.0,0.0,0,1
ESOGU_RC20_TW2.txt,0,service,20,20,c,39749416.0,30489487.0,743.7922222222221,743.7922222222221,0.48328619999999994,0.48328619999999994,0.0,0.0,0.0,3.0,0.0,0.0,0,1
ESOGU_RC20_TW2.txt,0,travel,20,18,c,39748798.0,30488982.0,746.7922222222221,747.471611111111,0.48328619999999994,0.47594879999999995,0.24458000000000002,0.6793888888888889,0.0,0.0,0.0,0.0,0,1
ESOGU_RC20_TW2.txt,0,service,18,18,c,39748798.0,30488982.0,747.471611111111,747.471611111111,0.47594879999999995,0.47594879999999995,0.0,0.0,0.0,2.0,0.0,0.0,0,1
ESOGU_RC20_TW2.txt,0,travel,18,16,c,39749308.0,30491449.0,749.471611111111,750.4806944444443,0.47594879999999995,0.46505069999999993,0.36327,1.0090833333333333,0.0,0.0,0.0,0.0,0,1
ESOGU_RC20_TW2.txt,0,service,16,16,c,39749308.0,30491449.0,750.4806944444443,750.4806944444443,0.46505069999999993,0.46505069999999993,0.0,0.0,0.0,2.0,0.0,0.0,0,1
ESOGU_RC20_TW2.txt,0,travel,16,117,c,39749351.0,30491168.0,752.4806944444443,753.4732499999999,0.46505069999999993,0.45433109999999993,0.35731999999999997,0.9925555555555555,0.0,0.0,0.0,0.0,0,1
ESOGU_RC20_TW2.txt,0,service,117,117,c,39749351.0,30491168.0,753.4732499999999,753.4732499999999,0.45433109999999993,0.45433109999999993,0.0,0.0,0.0,2.0,0.0,0.0,0,1
ESOGU_RC20_TW2.txt,0,travel,117,23,c,39750602.0,30490429.0,755.4732499999999,756.2209722222221,0.45433109999999993,0.4462556999999999,0.26918000000000003,0.7477222222222222,0.0,0.0,0.0,0.0,0,1
ESOGU_RC20_TW2.txt,0,service,23,23,c,39750602.0,30490429.0,756.2209722222221,756.2209722222221,0.4462556999999999,0.4462556999999999,0.0,0.0,0.0,2.0,0.0,0.0,0,1
ESOGU_RC20_TW2.txt,0,travel,23,21,c,39749471.0,30489002.0,758.2209722222221,759.6335555555555,0.4462556999999999,0.43099979999999993,0.5085299999999999,1.412583333333333,0.0,0.0,0.0,0.0,0,1
ESOGU_RC20_TW2.txt,0,service,21,21,c,39749471.0,30489002.0,759.6335555555555,759.6335555555555,0.43099979999999993,0.43099979999999993,0.0,0.0,0.0,3.0,0.0,0.0,0,1
ESOGU_RC20_TW2.txt,0,travel,21,17,c,39749178.0,30489155.0,762.6335555555555,762.8607222222222,0.43099979999999993,0.42854639999999994,0.08178,0.22716666666666668,0.0,0.0,0.0,0.0,0,1
ESOGU_RC20_TW2.txt,0,service,17,17,c,39749178.0,30489155.0,762.8607222222222,762.8607222222222,0.42854639999999994,0.42854639999999994,0.0,0.0,0.0,3.0,0.0,0.0,0,1
ESOGU_RC20_TW2.txt,0,travel,17,22B,c,39749472.0,30489346.0,765.8607222222222,766.1900277777778,0.42854639999999994,0.4249898999999999,0.11855,0.3293055555555556,0.0,0.0,0.0,0.0,0,1
ESOGU_RC20_TW2.txt,0,service,22B,22B,c,39749472.0,30489346.0,820.0,820.0,0.4249898999999999,0.4249898999999999,0.0,0.0,53.8099722222222,3.0,0.0,0.0,0,1
ESOGU_RC20_TW2.txt,0,travel,22B,38,c,39752887.0,30483711.0,823.0,825.3596944444445,0.4249898999999999,0.3995051999999999,0.84949,2.3596944444444445,0.0,0.0,0.0,0.0,0,1
ESOGU_RC20_TW2.txt,0,service,38,38,c,39752887.0,30483711.0,825.3596944444445,825.3596944444445,0.3995051999999999,0.3995051999999999,0.0,0.0,0.0,2.0,0.0,0.0,0,1
ESOGU_RC20_TW2.txt,0,travel,38,31,c,39752950.0,30483109.0,827.3596944444445,827.7033888888889,0.3995051999999999,0.3957932999999999,0.12373,0.3436944444444444,0.0,0.0,0.0,0.0,0,1
ESOGU_RC20_TW2.txt,0,service,31,31,c,39752950.0,30483109.0,827.7033888888889,827.7033888888889,0.3957932999999999,0.3957932999999999,0.0,0.0,0.0,2.0,0.0,0.0,0,1
ESOGU_RC20_TW2.txt,0,travel,31,54,c,39750416.0,30478088.0,829.7033888888889,831.52625,0.3957932999999999,0.3761063999999999,0.65623,1.822861111111111,0.0,0.0,0.0,0.0,0,1
ESOGU_RC20_TW2.txt,0,service,54,54,c,39750416.0,30478088.0,831.52625,831.52625,0.3761063999999999,0.3761063999999999,0.0,0.0,0.0,2.0,0.0,0.0,0,1
ESOGU_RC20_TW2.txt,0,travel,54,60A_1,c,39749362.0,30474844.0,833.52625,836.0452777777778,0.3761063999999999,0.3489008999999999,0.90685,2.5190277777777776,0.0,0.0,0.0,0.0,0,1
ESOGU_RC20_TW2.txt,0,service,60A_1,60A_1,c,39749362.0,30474844.0,840.0,840.0,0.3489008999999999,0.3489008999999999,0.0,0.0,3.9547222222222445,3.0,0.0,0.0,0,1
ESOGU_RC20_TW2.txt,0,travel,60A_1,48,d,39750124.0,30485116.0,843.0,846.6625,0.3489008999999999,0.3093458999999999,1.3185,3.6624999999999996,0.0,0.0,0.0,0.0,0,1
ESOGU_RC20_TW2.txt,1,start,48,48,d,39750124.0,30485116.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,1
ESOGU_RC20_TW2.txt,2,start,48,48,d,39750124.0,30485116.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,1
ESOGU_RC20_TW2.txt,3,start,48,48,d,39750124.0,30485116.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,1
